,File name,Net string,Traces
131,BPI Challenge 2017 - Offer log.7b84ad8f-1921-46d7-8828-74f47a7d7ba9.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Refused'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Sent (mail and online)')->n4, (n7, 'O_Create Offer')->n3, (n9, 'O_Created')->n1, (n9, 'O_Created')->n2, n1->(n5, 'O_Returned'), n2->(n6, 'O_Sent (mail and online)'), n3->(n9, 'O_Created'), n4->(n8, 'O_Refused') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Refused', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Refused']]"
132,BPI Challenge 2017 - Offer log.95586373-5f20-44be-8094-5f1cb5ce7a44.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Accepted'), (n6, 'O_Returned'), (n7, 'O_Sent (mail and online)'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Returned')->n5, (n7, 'O_Sent (mail and online)')->n2, (n7, 'O_Sent (mail and online)')->n3, (n8, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, n1->(n7, 'O_Sent (mail and online)'), n2->(n6, 'O_Returned'), n3->(n10, 'O_Accepted'), n4->(n7, 'O_Sent (mail and online)'), n5->(n10, 'O_Accepted') ], [], [])","[['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
133,BPI Challenge 2017 - Offer log.9605f499-d392-47b1-b644-23945411ed5e.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Created'), (n6, 'O_Sent (online only)'), (n7, 'O_Returned'), (n8, 'O_Create Offer'), (n9, 'O_Refused') ]
arcs: [ (n10, 'O_Created')->n1, (n10, 'O_Created')->n5, (n6, 'O_Sent (online only)')->n2, (n7, 'O_Returned')->n3, (n8, 'O_Create Offer')->n4, n1->(n6, 'O_Sent (online only)'), n2->(n7, 'O_Returned'), n3->(n9, 'O_Refused'), n4->(n10, 'O_Created'), n5->(n9, 'O_Refused') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Refused']]"
134,BPI Challenge 2017 - Offer log.19618306-28b2-421d-b6e9-236f65cf787a.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Returned'), (n4, 'O_Sent (mail and online)'), (n5, 'O_Created') ]
arcs: [ (n4, 'O_Sent (mail and online)')->n2, (n5, 'O_Created')->n1, n1->(n3, 'O_Returned'), n2->(n3, 'O_Returned') ], [], [])","[['O_Created', 'O_Sent (mail and online)', 'O_Returned'], ['O_Sent (mail and online)', 'O_Created', 'O_Returned']]"
135,BPI Challenge 2017 - Offer log.69ac8fcb-87b8-404f-b66a-2de734155e76.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Create Offer'), (n4, 'O_Created'), (n5, 'O_Accepted') ]
arcs: [ (n3, 'O_Create Offer')->n1, (n3, 'O_Create Offer')->n2, n1->(n4, 'O_Created'), n2->(n5, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Accepted'], ['O_Create Offer', 'O_Accepted', 'O_Created']]"
136,BPI Challenge 2017 - Offer log.defb6735-d1d7-4441-9d4a-d323be54e00a.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Returned'), (n4, 'O_Sent (mail and online)'), (n5, 'O_Create Offer') ]
arcs: [ (n4, 'O_Sent (mail and online)')->n1, (n5, 'O_Create Offer')->n2, n1->(n3, 'O_Returned'), n2->(n3, 'O_Returned') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned'], ['O_Sent (mail and online)', 'O_Create Offer', 'O_Returned']]"
137,BPI Challenge 2017 - Offer log.9a11c787-f16e-49ec-99c5-38e5b921648c.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Created'), (n8, 'O_Accepted') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n5, 'O_Sent (online only)')->n3, (n6, 'O_Returned')->n4, (n7, 'O_Created')->n1, n1->(n5, 'O_Sent (online only)'), n2->(n6, 'O_Returned'), n3->(n8, 'O_Accepted'), n4->(n8, 'O_Accepted') ], [], [])","[['O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted']]"
138,BPI Challenge 2017 - Offer log.ae9242c5-402c-45c3-92f2-95be5529315a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Created'), (n8, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (online only)')->n3, (n6, 'O_Returned')->n4, (n7, 'O_Created')->n1, (n7, 'O_Created')->n2, n1->(n6, 'O_Returned'), n2->(n5, 'O_Sent (online only)'), n3->(n8, 'O_Cancelled'), n4->(n8, 'O_Cancelled') ], [], [])","[['O_Created', 'O_Returned', 'O_Sent (online only)', 'O_Cancelled'], ['O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled']]"
139,BPI Challenge 2017 - Offer log.e6eeba8a-009a-48af-adc2-badaf0c1111c.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Sent (mail and online)')->n1, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, n1->(n5, 'O_Returned'), n2->(n8, 'O_Accepted'), n3->(n6, 'O_Sent (mail and online)'), n4->(n8, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
140,BPI Challenge 2017 - Offer log.71e5ee41-7ceb-4923-80ba-f3ce8ce2e439.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Created') ]
arcs: [ (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Create Offer')->n3, (n7, 'O_Created')->n1, n1->(n4, 'O_Returned'), n2->(n4, 'O_Returned'), n3->(n5, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned'], ['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Returned']]"
141,BPI Challenge 2017 - Offer log.31e8ec1b-ceed-4694-8ff9-12ce8f084d0f.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (online only)'), (n5, 'O_Create Offer'), (n6, 'O_Refused'), (n7, 'O_Created') ]
arcs: [ (n5, 'O_Create Offer')->n1, (n5, 'O_Create Offer')->n3, (n7, 'O_Created')->n2, n1->(n7, 'O_Created'), n2->(n6, 'O_Refused'), n3->(n4, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Refused', 'O_Sent (online only)'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Refused']]"
142,BPI Challenge 2017 - Offer log.d2edac7d-8e0b-471b-8edd-a651cc67f2bf.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Sent (mail and online)'), (n4, 'O_Create Offer'), (n5, 'O_Cancelled') ]
arcs: [ (n3, 'O_Sent (mail and online)')->n1, (n4, 'O_Create Offer')->n2, n1->(n5, 'O_Cancelled'), n2->(n3, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Cancelled']]"
143,BPI Challenge 2017 - Offer log.6e88812b-801e-4af4-b02d-579eec8ab58a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n6, 'O_Returned')->n4, (n7, 'O_Create Offer')->n3, (n8, 'O_Created')->n1, n1->(n6, 'O_Returned'), n2->(n6, 'O_Returned'), n3->(n8, 'O_Created'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted'], ['O_Sent (online only)', 'O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted']]"
144,BPI Challenge 2017 - Offer log.310b51d8-982f-4630-b8fd-abf3eb6a79bc.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, (n8, 'O_Created')->n1, n1->(n6, 'O_Sent (mail and online)'), n2->(n9, 'O_Accepted'), n3->(n5, 'O_Returned'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Returned', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted'], ['O_Created', 'O_Create Offer', 'O_Returned', 'O_Sent (mail and online)', 'O_Accepted'], ['O_Created', 'O_Sent (mail and online)', 'O_Create Offer', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Accepted'], ['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
145,BPI Challenge 2017 - Offer log.e1a34ad1-bfb2-456e-9fb0-832a94a9f7f3.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Sent (online only)'), (n4, 'O_Create Offer'), (n5, 'O_Refused') ]
arcs: [ (n4, 'O_Create Offer')->n1, (n4, 'O_Create Offer')->n2, n1->(n5, 'O_Refused'), n2->(n3, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Sent (online only)', 'O_Refused'], ['O_Create Offer', 'O_Refused', 'O_Sent (online only)']]"
146,BPI Challenge 2017 - Offer log.b3eaf391-8d0e-41c0-bf89-7bd2fc63faaa.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Sent (online only)'), (n4, 'O_Created'), (n5, 'O_Cancelled') ]
arcs: [ (n3, 'O_Sent (online only)')->n2, (n4, 'O_Created')->n1, n1->(n3, 'O_Sent (online only)'), n2->(n5, 'O_Cancelled') ], [], [])","[['O_Created', 'O_Sent (online only)', 'O_Cancelled']]"
147,BPI Challenge 2017 - Offer log.2ec8d14d-7c23-400e-981e-f337d6deb5b8.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Accepted'), (n6, 'O_Returned'), (n7, 'O_Sent (mail and online)'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Returned')->n5, (n7, 'O_Sent (mail and online)')->n2, (n8, 'O_Create Offer')->n3, (n8, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, n1->(n7, 'O_Sent (mail and online)'), n2->(n6, 'O_Returned'), n3->(n9, 'O_Created'), n4->(n6, 'O_Returned'), n5->(n10, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
148,BPI Challenge 2017 - Offer log.09a0669f-fe2a-406d-8172-fa489be7b02a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n7, 'O_Create Offer')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n9, 'O_Cancelled'), n2->(n6, 'O_Returned'), n3->(n8, 'O_Created'), n4->(n5, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Created', 'O_Cancelled'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Cancelled', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Cancelled', 'O_Sent (online only)', 'O_Returned'], ['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Cancelled', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled'], ['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Cancelled']]"
149,BPI Challenge 2017 - Offer log.e0c2ad74-f7ff-4a62-94cd-e3e5287aae64.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Returned'), (n4, 'O_Sent (mail and online)'), (n5, 'O_Cancelled') ]
arcs: [ (n4, 'O_Sent (mail and online)')->n1, (n4, 'O_Sent (mail and online)')->n2, n1->(n3, 'O_Returned'), n2->(n5, 'O_Cancelled') ], [], [])","[['O_Sent (mail and online)', 'O_Returned', 'O_Cancelled'], ['O_Sent (mail and online)', 'O_Cancelled', 'O_Returned']]"
150,BPI Challenge 2017 - Offer log.9f34b28a-4558-43a7-bd35-d1e4eb2996be.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Refused'), (n7, 'O_Created') ]
arcs: [ (n4, 'O_Returned')->n3, (n7, 'O_Created')->n1, (n7, 'O_Created')->n2, n1->(n4, 'O_Returned'), n2->(n5, 'O_Sent (mail and online)'), n3->(n6, 'O_Refused') ], [], [])","[['O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Refused'], ['O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused'], ['O_Created', 'O_Returned', 'O_Refused', 'O_Sent (mail and online)']]"
151,BPI Challenge 2017 - Offer log.fd3a0dd2-b8fd-4208-a8b0-1e3dc50cc08a.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Create Offer'), (n4, 'O_Refused'), (n5, 'O_Created') ]
arcs: [ (n3, 'O_Create Offer')->n1, (n5, 'O_Created')->n2, n1->(n5, 'O_Created'), n2->(n4, 'O_Refused') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Refused']]"
152,BPI Challenge 2017 - Offer log.944ca6db-a3d3-4054-8736-7116a614af04.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Created'), (n6, 'O_Sent (online only)'), (n7, 'O_Returned'), (n8, 'O_Create Offer'), (n9, 'O_Refused') ]
arcs: [ (n10, 'O_Created')->n1, (n6, 'O_Sent (online only)')->n2, (n6, 'O_Sent (online only)')->n3, (n7, 'O_Returned')->n4, (n8, 'O_Create Offer')->n5, n1->(n6, 'O_Sent (online only)'), n2->(n9, 'O_Refused'), n3->(n7, 'O_Returned'), n4->(n9, 'O_Refused'), n5->(n6, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Refused'], ['O_Created', 'O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Refused']]"
153,BPI Challenge 2017 - Offer log.c87f5433-6379-4473-b709-001785aa585f.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Created'), (n8, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n5, 'O_Sent (online only)')->n3, (n6, 'O_Returned')->n4, (n7, 'O_Created')->n1, n1->(n5, 'O_Sent (online only)'), n2->(n8, 'O_Cancelled'), n3->(n6, 'O_Returned'), n4->(n8, 'O_Cancelled') ], [], [])","[['O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled']]"
154,BPI Challenge 2017 - Offer log.1bf7c203-4abd-49ca-90d0-0dfc80c889cf.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n5, 'O_Sent (online only)')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n5, 'O_Sent (online only)'), n2->(n9, 'O_Cancelled'), n3->(n6, 'O_Returned'), n4->(n5, 'O_Sent (online only)') ], [], [])","[['O_Created', 'O_Create Offer', 'O_Sent (online only)', 'O_Cancelled', 'O_Returned'], ['O_Created', 'O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Cancelled', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled']]"
155,BPI Challenge 2017 - Offer log.a287ca0e-e17d-4b5f-87fe-5f39a8b59435.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (online only)')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, (n8, 'O_Created')->n2, n1->(n6, 'O_Returned'), n2->(n5, 'O_Sent (online only)'), n3->(n9, 'O_Cancelled'), n4->(n8, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (online only)', 'O_Cancelled'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Cancelled', 'O_Returned']]"
156,BPI Challenge 2017 - Offer log.dedf5c97-6a92-41d3-b69a-6a516216a8ac.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n9, 'O_Accepted'), n2->(n5, 'O_Returned'), n3->(n8, 'O_Created'), n4->(n6, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Created', 'O_Accepted'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Accepted', 'O_Returned'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Accepted', 'O_Sent (mail and online)', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
157,BPI Challenge 2017 - Offer log.613eda9e-3162-4a87-9dcc-872865eec2b0.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n5, 'O_Sent (online only)')->n4, (n7, 'O_Create Offer')->n3, (n8, 'O_Created')->n1, n1->(n5, 'O_Sent (online only)'), n2->(n6, 'O_Returned'), n3->(n8, 'O_Created'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Accepted', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted']]"
158,BPI Challenge 2017 - Offer log.f8718b20-6aa9-4f5c-8828-ea9ad9e9638f.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Sent (mail and online)'), (n4, 'O_Create Offer'), (n5, 'O_Refused') ]
arcs: [ (n3, 'O_Sent (mail and online)')->n1, (n4, 'O_Create Offer')->n2, n1->(n5, 'O_Refused'), n2->(n3, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Refused']]"
159,BPI Challenge 2017 - Offer log.f1fbd280-f7d5-4338-a8a4-538062ed6184.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Cancelled') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Sent (mail and online)')->n1, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, n1->(n5, 'O_Returned'), n2->(n8, 'O_Cancelled'), n3->(n6, 'O_Sent (mail and online)'), n4->(n8, 'O_Cancelled') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Cancelled']]"
160,BPI Challenge 2017 - Offer log.73139595-0527-435c-98cf-962e9b0f8a9a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Create Offer'), (n7, 'O_Created'), (n8, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Create Offer')->n2, (n6, 'O_Create Offer')->n3, (n7, 'O_Created')->n1, n1->(n5, 'O_Returned'), n2->(n7, 'O_Created'), n3->(n5, 'O_Returned'), n4->(n8, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted']]"
161,BPI Challenge 2017 - Offer log.9c5aa042-d628-4832-8c88-54eb44879deb.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Refused'), (n9, 'O_Created') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n6, 'O_Returned')->n3, (n7, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, n1->(n5, 'O_Sent (online only)'), n2->(n6, 'O_Returned'), n3->(n8, 'O_Refused'), n4->(n6, 'O_Returned') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Refused'], ['O_Created', 'O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Refused'], ['O_Created', 'O_Sent (online only)', 'O_Create Offer', 'O_Returned', 'O_Refused']]"
162,BPI Challenge 2017 - Offer log.368541fb-2d66-483f-b33d-1ea1f9894c26.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (online only)')->n1, (n6, 'O_Returned')->n3, (n7, 'O_Create Offer')->n2, (n7, 'O_Create Offer')->n4, n1->(n6, 'O_Returned'), n2->(n8, 'O_Created'), n3->(n9, 'O_Cancelled'), n4->(n5, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled'], ['O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Created', 'O_Cancelled'], ['O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled', 'O_Created'], ['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Cancelled']]"
163,BPI Challenge 2017 - Offer log.6d3699f1-9426-4e01-85c5-a56195ea7909.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, (n8, 'O_Created')->n1, n1->(n9, 'O_Accepted'), n2->(n5, 'O_Returned'), n3->(n8, 'O_Created'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Sent (mail and online)', 'O_Create Offer', 'O_Returned', 'O_Created', 'O_Accepted'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Created', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Sent (mail and online)', 'O_Returned', 'O_Create Offer', 'O_Created', 'O_Accepted'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Sent (mail and online)', 'O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted']]"
164,BPI Challenge 2017 - Offer log.fc98b0a7-07c0-4fbe-8356-eccb967e7d16.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Refused') ]
arcs: [ (n5, 'O_Sent (online only)')->n1, (n6, 'O_Returned')->n2, (n7, 'O_Create Offer')->n3, (n7, 'O_Create Offer')->n4, n1->(n6, 'O_Returned'), n2->(n8, 'O_Refused'), n3->(n6, 'O_Returned'), n4->(n5, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Refused']]"
165,BPI Challenge 2017 - Offer log.8ec1095b-d2cb-41f6-9cf5-208909ccbd36.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n6, 'O_Sent (mail and online)')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, (n8, 'O_Created')->n2, n1->(n5, 'O_Returned'), n2->(n6, 'O_Sent (mail and online)'), n3->(n9, 'O_Accepted'), n4->(n8, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted', 'O_Returned']]"
166,BPI Challenge 2017 - Offer log.dab67659-b8c8-498a-bf2e-40db3dda4605.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Refused') ]
arcs: [ (n5, 'O_Returned')->n1, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, (n7, 'O_Create Offer')->n4, n1->(n8, 'O_Refused'), n2->(n8, 'O_Refused'), n3->(n5, 'O_Returned'), n4->(n6, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Returned', 'O_Sent (mail and online)', 'O_Refused'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused']]"
