,Nets,Labels
267,BPI Challenge 2017 - Offer log.13354e46-211f-4875-a7f6-db5066e39122.pnml,0
268,BPI Challenge 2017 - Offer log.0dfec168-5489-41f3-9ec6-6b51d8beb624.pnml,0
269,BPI Challenge 2017 - Offer log.6601b64d-43e0-4b56-b19e-5057ba89bcab.pnml,0
270,BPI Challenge 2017 - Offer log.b24e9ae9-4eec-4abb-9f03-5c7a9a9672ae.pnml,0
271,BPI Challenge 2017 - Offer log.635ea203-5908-41e0-a7c2-691c263ad9db.pnml,1
272,BPI Challenge 2017 - Offer log.8b6dc255-be2a-452c-aa9f-d2e4e795ea45.pnml,1
273,BPI Challenge 2017 - Offer log.53b7b418-fbeb-4a62-a04f-36da381086d5.pnml,0
274,BPI Challenge 2017 - Offer log.6ea4e464-f4ab-40ad-8ccb-999e6adb67ad.pnml,0
275,BPI Challenge 2017 - Offer log.a497e714-4f3e-4ae0-a803-779094303088.pnml,0
276,BPI Challenge 2017 - Offer log.83808c25-2ebe-49d4-b06e-63c86fd1c16f.pnml,1
277,BPI Challenge 2017 - Offer log.ec9cb6de-2baa-45a2-b87f-a569943d3f6e.pnml,0
278,BPI Challenge 2017 - Offer log.507017d3-f8f5-4371-a2ce-439e4215fb01.pnml,0
279,BPI Challenge 2017 - Offer log.2e23266e-6937-4f42-ac35-a3268ba3505b.pnml,0
280,BPI Challenge 2017 - Offer log.f556dcee-63ef-4517-95e6-a3c0a4f7497a.pnml,0
281,BPI Challenge 2017 - Offer log.5ed072f7-d13f-4cb8-a187-8c9c422f91d5.pnml,0
282,BPI Challenge 2017 - Offer log.0fdf3c1a-59d3-4161-809d-46661dbf5e91.pnml,0
283,BPI Challenge 2017 - Offer log.a5be9cd4-d1fe-46c9-9a0f-cde68a8a59af.pnml,1
284,BPI Challenge 2017 - Offer log.ee548f98-4762-4b32-86ad-7ba5d8af111e.pnml,0
285,BPI Challenge 2017 - Offer log.385aec12-cc57-41b4-a77f-dcc471b25e54.pnml,0
286,BPI Challenge 2017 - Offer log.bc893f9c-1171-4ff4-ae40-c5a26884cbbb.pnml,1
287,BPI Challenge 2017 - Offer log.0b7de1b1-c0f6-4048-9c7f-32abb4b286b8.pnml,0
288,BPI Challenge 2017 - Offer log.24314a8f-846a-46c7-a5c1-2becc0fec47a.pnml,0
289,BPI Challenge 2017 - Offer log.107ff104-7c3c-49f5-b397-c36411fe39a4.pnml,0
290,BPI Challenge 2017 - Offer log.b58b7821-8b70-48b4-9499-754ae7287c26.pnml,1
291,BPI Challenge 2017 - Offer log.946c856b-dcf4-4d40-a36f-fc45b0843d36.pnml,5
292,BPI Challenge 2017 - Offer log.c3d2c40f-f41d-4353-ac73-2819f7d13e7c.pnml,0
293,BPI Challenge 2017 - Offer log.a0f1d9fd-655e-4531-b616-865e68e98f7e.pnml,0
294,BPI Challenge 2017 - Offer log.4cf82d4b-7edf-460a-b4b3-77225d93e102.pnml,0
295,BPI Challenge 2017 - Offer log.d4d8a1d4-ee89-4650-a0f3-2a4818917388.pnml,1
296,BPI Challenge 2017 - Offer log.e76d426b-e02a-40d4-91d0-847b16c0770d.pnml,0
297,BPI Challenge 2017 - Offer log.9cfdd190-43d7-480f-81cc-e98732298b82.pnml,0
298,BPI Challenge 2017 - Offer log.e0c15839-894d-445d-b4f7-6918bd1986eb.pnml,1
299,BPI Challenge 2017 - Offer log.0adaba12-9872-46fa-9abb-381d5d4c615a.pnml,0
300,BPI Challenge 2017 - Offer log.381d56d7-3008-45f0-b1b0-66bbdf6e92d5.pnml,0
301,BPI Challenge 2017 - Offer log.d4f95173-b3c2-417d-a06f-3f5fababe9c0.pnml,0
302,BPI Challenge 2017 - Offer log.41105f28-e733-4371-8d72-cf0d6d0b32ce.pnml,0
303,BPI Challenge 2017 - Offer log.0ada134d-8bf4-465a-9f64-b919a1b1c7f5.pnml,1
304,BPI Challenge 2017 - Offer log.4b5c388b-1efa-49eb-bb98-bd8fdc27d815.pnml,0
305,BPI Challenge 2017 - Offer log.e9319da2-dd1c-4901-9018-26eb79e7eba9.pnml,0
306,BPI Challenge 2017 - Offer log.cf25ca09-ab85-4621-8db6-ac8634653581.pnml,0
307,BPI Challenge 2017 - Offer log.e311a8be-dd72-46f7-9467-36ae6bdf3395.pnml,0
308,BPI Challenge 2017 - Offer log.e6562836-f98d-4e5d-a514-36c726c98413.pnml,1
309,BPI Challenge 2017 - Offer log.1eddc7a2-8092-4021-9b9a-a902404daff1.pnml,0
310,BPI Challenge 2017 - Offer log.b23bd427-2051-4969-865b-93fd32f5a154.pnml,0
311,BPI Challenge 2017 - Offer log.c2a98f16-c934-4402-a1cc-bd25189cd8e7.pnml,1
312,BPI Challenge 2017 - Offer log.10ffbc6a-8a5b-4c84-9237-bd39059a82ec.pnml,0
313,BPI Challenge 2017 - Offer log.33fd03d9-10e8-4983-a801-1ad8c714316a.pnml,1
314,BPI Challenge 2017 - Offer log.10b69ceb-15d1-464b-9f3a-4c3a89c4ec98.pnml,0
315,BPI Challenge 2017 - Offer log.4ddcc0dd-5ef6-4882-87ed-b206d7b840c1.pnml,0
316,BPI Challenge 2017 - Offer log.63f2d1c3-5798-4619-846c-9b1242e38162.pnml,1
317,BPI Challenge 2017 - Offer log.449a81ad-e04a-4d50-bdee-bd4a79377495.pnml,0
318,BPI Challenge 2017 - Offer log.79a8a185-4b89-4a70-9fbd-971c55f585d0.pnml,0
319,BPI Challenge 2017 - Offer log.01d68ecb-4038-4a78-bba5-dfab393a245f.pnml,0
320,BPI Challenge 2017 - Offer log.7fa9e03c-4c34-4fac-a591-2187003c4045.pnml,0
321,BPI Challenge 2017 - Offer log.89152780-804e-40e2-b617-229ecdf1e650.pnml,0
322,BPI Challenge 2017 - Offer log.a32b0872-6477-43d7-b061-53102bf5e267.pnml,0
323,BPI Challenge 2017 - Offer log.1812b670-5427-4e61-9d57-7fa1188affed.pnml,0
324,BPI Challenge 2017 - Offer log.84964c19-4394-473c-9917-7fd662672615.pnml,0
325,BPI Challenge 2017 - Offer log.f866ab78-76cb-4a3b-a042-a603f341eace.pnml,0
326,BPI Challenge 2017 - Offer log.666c1b53-171f-46c1-b41d-462a635d821c.pnml,0
327,BPI Challenge 2017 - Offer log.7eecac0b-98ee-4cd9-9e19-80a952f74fbe.pnml,0
328,BPI Challenge 2017 - Offer log.6fb16187-b455-481b-b9b6-986463e66aa1.pnml,0
329,BPI Challenge 2017 - Offer log.b1bc0746-6e93-428f-8641-fba89a742c00.pnml,0
330,BPI Challenge 2017 - Offer log.f7a4344b-c17d-4b98-aed3-be1c84e4f029.pnml,0
331,BPI Challenge 2017 - Offer log.5d1ce9ab-b100-4ae5-a995-89bec151b4dd.pnml,0
332,BPI Challenge 2017 - Offer log.56297cb6-0cc9-47e4-867b-8d7215d45bf0.pnml,0
333,BPI Challenge 2017 - Offer log.593b48eb-fda2-4012-b9bc-9adab84c140f.pnml,0
334,BPI Challenge 2017 - Offer log.36d50e64-d487-4249-85be-8d49a88d0e37.pnml,1
335,BPI Challenge 2017 - Offer log.c76957ac-25be-4acb-8e5f-e0715e44d243.pnml,0
336,BPI Challenge 2017 - Offer log.f5e8e133-2573-4ed7-8be6-f52ce35c2ef8.pnml,0
337,BPI Challenge 2017 - Offer log.f75df1fa-f73b-40a3-8650-627b2a3696a3.pnml,1
338,BPI Challenge 2017 - Offer log.c2d02da7-9066-4bfc-a02f-5af6df8537e3.pnml,0
339,BPI Challenge 2017 - Offer log.555bb110-cc18-4913-817f-1db3ce973f77.pnml,1
340,BPI Challenge 2017 - Offer log.1ae09a48-5fbb-47b3-9aa9-6c4d6cebb415.pnml,1
341,BPI Challenge 2017 - Offer log.a8d11895-124c-48ed-a2cd-b3f7eaa609bf.pnml,0
342,BPI Challenge 2017 - Offer log.23433f4e-a0ea-45cd-a486-b0a369609d65.pnml,0
343,BPI Challenge 2017 - Offer log.c4b88855-604b-4135-ad42-824fdfef14f6.pnml,0
344,BPI Challenge 2017 - Offer log.21dc22ff-ac3f-4fd6-a695-1d4af3abd8d2.pnml,1
345,BPI Challenge 2017 - Offer log.fdb5c367-f0b0-44f7-929e-6192e2a0b115.pnml,1
346,BPI Challenge 2017 - Offer log.6b2b0628-5bc9-4062-8711-b17a9e7055f9.pnml,1
347,BPI Challenge 2017 - Offer log.23d0cd38-65e9-4ddc-a1a1-a64e473a08fb.pnml,0
348,BPI Challenge 2017 - Offer log.cd683fb1-a9ac-4198-a52d-10cb8a3de13a.pnml,1
349,BPI Challenge 2017 - Offer log.a5bd7d55-59a7-45af-bd88-8a121aaf4ae7.pnml,0
350,BPI Challenge 2017 - Offer log.67523610-a1e4-4f38-9d56-821e7fe96a66.pnml,1
351,BPI Challenge 2017 - Offer log.a3cf010c-c1ea-43e6-bddd-4a9d143913b6.pnml,0
352,BPI Challenge 2017 - Offer log.f75bbd01-7ac3-4e5b-920b-6fbc65d69732.pnml,0
353,BPI Challenge 2017 - Offer log.fe76fd79-db6b-4885-a2c4-39b0c28958ed.pnml,0
354,BPI Challenge 2017 - Offer log.baadc802-ef3b-49d5-8b23-ed7acef13007.pnml,0
355,BPI Challenge 2017 - Offer log.875b7e2a-d4c5-403b-8986-f6bb7b1fa381.pnml,0
356,BPI Challenge 2017 - Offer log.e63c9a04-1f59-45ee-8227-1880bfbd9821.pnml,0
357,BPI Challenge 2017 - Offer log.8fa39606-a4ba-442c-9151-fa36cd97badb.pnml,0
358,BPI Challenge 2017 - Offer log.790245bb-818b-4cf1-aa81-adce587ca33a.pnml,1
359,BPI Challenge 2017 - Offer log.c9192c7b-297b-44e7-bea6-79727b746d49.pnml,0
360,BPI Challenge 2017 - Offer log.760f8491-a7ef-405b-816d-35509073a273.pnml,0
361,BPI Challenge 2017 - Offer log.4a1dfaf1-78cd-49b4-a01b-06c75ad30556.pnml,0
362,BPI Challenge 2017 - Offer log.083ef367-3966-4e03-8856-6dcf36d69bd8.pnml,0
363,BPI Challenge 2017 - Offer log.8b071d23-8dc7-4866-81f1-b68c131f7da2.pnml,0
364,BPI Challenge 2017 - Offer log.5a5ff088-054e-41f5-8eba-b5cc89c08d2a.pnml,0
365,BPI Challenge 2017 - Offer log.f14e37e3-7ea6-4ce7-a120-9d0ae836dddd.pnml,1
366,BPI Challenge 2017 - Offer log.f5572364-0719-4769-a540-c6285319cfc7.pnml,1
367,BPI Challenge 2017 - Offer log.78e9d88f-911a-4397-8a48-7e93ffe40b0e.pnml,0
368,BPI Challenge 2017 - Offer log.113997ad-9a02-400b-975d-6b07e3f9f8da.pnml,0
369,BPI Challenge 2017 - Offer log.b0426bc3-c9d7-4339-8bb3-70a3d9b65565.pnml,0
370,BPI Challenge 2017 - Offer log.d6eab74f-1fce-4515-bcac-51ee0dabcb4f.pnml,1
371,BPI Challenge 2017 - Offer log.b7e52291-8e55-4d17-bd88-ec5de54457e6.pnml,0
372,BPI Challenge 2017 - Offer log.c53d276e-603d-4a9f-a747-65ac0667ee27.pnml,1
373,BPI Challenge 2017 - Offer log.97e459d2-8f21-4b38-8ee9-626ebb9f6fd2.pnml,0
374,BPI Challenge 2017 - Offer log.51b15616-0557-4d15-bc06-490ea5940599.pnml,1
375,BPI Challenge 2017 - Offer log.cf88dd4a-c12b-4fa3-9d38-cfb447a1dc64.pnml,0
376,BPI Challenge 2017 - Offer log.6dda270d-d24d-411c-ac5c-96df9c165eac.pnml,0
377,BPI Challenge 2017 - Offer log.0edd3b97-c108-433e-8634-3ee36df22795.pnml,0
378,BPI Challenge 2017 - Offer log.753c8473-7b64-4502-a64a-554ce7b27d73.pnml,1
379,BPI Challenge 2017 - Offer log.790b42c5-9208-4a04-bd01-abe95d644f35.pnml,0
380,BPI Challenge 2017 - Offer log.6f77f902-552f-4385-aa0f-0f997b5358c4.pnml,0
381,BPI Challenge 2017 - Offer log.c8abde0a-369e-4b89-9ece-997b7e6006ba.pnml,0
382,BPI Challenge 2017 - Offer log.47fafdcd-e30c-496e-85f8-27eaf148ccc1.pnml,0
383,BPI Challenge 2017 - Offer log.401aee77-b184-4bf3-a1c4-594fc79f7b30.pnml,0
384,BPI Challenge 2017 - Offer log.81cc5df4-27c3-4272-b795-0fc9f47377ad.pnml,1
385,BPI Challenge 2017 - Offer log.ef8c084f-401b-463c-80a0-c6f4cb4724c2.pnml,0
386,BPI Challenge 2017 - Offer log.5be9c65d-12b2-4e5f-9975-8d67e1fab76a.pnml,0
387,BPI Challenge 2017 - Offer log.501bb5a2-8da6-4d9e-9a70-d24729fb5d4b.pnml,1
388,BPI Challenge 2017 - Offer log.4a169a10-568d-4c55-94ad-494a2e1b5d50.pnml,0
389,BPI Challenge 2017 - Offer log.51adb315-6d78-49de-a83c-2fa2dae6731f.pnml,0
390,BPI Challenge 2017 - Offer log.1bd725af-d9a1-4178-9354-eac54e602ffb.pnml,0
391,BPI Challenge 2017 - Offer log.5422312f-f0fc-406b-a7e9-c4a8a6da0673.pnml,1
392,BPI Challenge 2017 - Offer log.572b249e-9299-4bb2-b8ed-9e8ada7bf092.pnml,0
393,BPI Challenge 2017 - Offer log.83bd2583-3315-4ac3-90e1-ef991069c939.pnml,0
394,BPI Challenge 2017 - Offer log.84a1a503-14dc-403f-8f7b-aa2b2c87aee5.pnml,1
395,BPI Challenge 2017 - Offer log.a62946e0-f89f-4d24-91d2-24a116f41b9e.pnml,1
396,BPI Challenge 2017 - Offer log.5c090559-36ad-4e37-a83f-4e178374ac00.pnml,1
397,BPI Challenge 2017 - Offer log.0276ebed-132a-40ce-b045-fab16f29b1b1.pnml,0
398,BPI Challenge 2017 - Offer log.85666822-1916-472b-a344-ebfb49419b1a.pnml,1
399,BPI Challenge 2017 - Offer log.c862cb74-cfed-4e34-b8e4-eafe9c099c59.pnml,1
400,BPI Challenge 2017 - Offer log.b47d5f45-d1bd-40bb-9919-5333cd08fdc8.pnml,0
401,BPI Challenge 2017 - Offer log.0d0bc0a7-5341-4ab4-b5bd-f72cf0b5ea6e.pnml,0
402,BPI Challenge 2017 - Offer log.9cb47ed5-b5dc-48f5-8555-038b3a85f5d7.pnml,0
403,BPI Challenge 2017 - Offer log.3bc5a1f6-a1f1-4732-a31d-b132ede1eb85.pnml,0
404,BPI Challenge 2017 - Offer log.6ab96958-1fdb-4707-8402-5529c9e3cabf.pnml,0
405,BPI Challenge 2017 - Offer log.303e250c-bf1a-45af-a340-d225b7cc8bae.pnml,0
406,BPI Challenge 2017 - Offer log.71cf26f2-e846-4e82-bb5c-02ead66e6988.pnml,0
407,BPI Challenge 2017 - Offer log.c0a7ab74-9430-4e16-960a-808b46e3dadd.pnml,0
408,BPI Challenge 2017 - Offer log.26c7db51-c29d-4f74-ad79-a43db737a644.pnml,0
409,BPI Challenge 2017 - Offer log.4f504ce1-e140-4a9b-8e0c-4296773221de.pnml,1
410,BPI Challenge 2017 - Offer log.75f9f428-fd91-48ce-bed1-5a1a9ee1e640.pnml,0
411,BPI Challenge 2017 - Offer log.26908b96-fd8a-4d61-8293-24bcd448db6d.pnml,0
412,BPI Challenge 2017 - Offer log.af64f4ed-0eef-4054-988c-fa285c70bbb6.pnml,0
413,BPI Challenge 2017 - Offer log.6790a76f-8257-41a8-90fa-0382fa3f93b9.pnml,0
414,BPI Challenge 2017 - Offer log.22254884-62b0-4902-9d2b-9b2a45e135d4.pnml,0
415,BPI Challenge 2017 - Offer log.0d39dd3b-105f-4902-bc50-0e0b266e8e6e.pnml,0
416,BPI Challenge 2017 - Offer log.757e32ba-a67f-413a-b5be-27d110d1c3b1.pnml,0
417,BPI Challenge 2017 - Offer log.a64d42af-f224-475a-a3d1-6afe514368d7.pnml,0
418,BPI Challenge 2017 - Offer log.569b07e5-9f30-41dc-b937-292bd529e316.pnml,0
419,BPI Challenge 2017 - Offer log.e004633a-6563-46bf-a9b7-81e25552c0bd.pnml,0
420,BPI Challenge 2017 - Offer log.b30b20e3-7a32-40ef-b3a4-3caf977fce6b.pnml,0
421,BPI Challenge 2017 - Offer log.67489290-cfe7-44a8-84eb-9d7fc70ee7f3.pnml,0
422,BPI Challenge 2017 - Offer log.ced37972-ae19-46b3-9ee5-328811f038e2.pnml,0
423,BPI Challenge 2017 - Offer log.661a3a0c-0c05-4c96-afeb-194a2893f7fa.pnml,0
424,BPI Challenge 2017 - Offer log.48dda2de-1c11-4a74-a220-7ac46cac91cd.pnml,1
425,BPI Challenge 2017 - Offer log.27437f4b-6508-4135-a175-5e401a8655c9.pnml,0
426,BPI Challenge 2017 - Offer log.a1a47f0e-729f-477f-a0d7-b4ae81aeb643.pnml,0
427,BPI Challenge 2017 - Offer log.a7a2134e-1c22-4f28-bf50-aa6fb709b8a3.pnml,0
428,BPI Challenge 2017 - Offer log.113c7e85-91f1-442a-9d39-fd13c6a26eff.pnml,0
429,BPI Challenge 2017 - Offer log.8df12f20-0a76-4f0b-a85f-b9e4dd15b1cb.pnml,1
430,BPI Challenge 2017 - Offer log.9b0d5bea-feb8-4f4b-9df0-2ec786713dbc.pnml,0
431,BPI Challenge 2017 - Offer log.d0a9eeca-fc90-4cc6-86b1-978e5f387ddb.pnml,0
432,BPI Challenge 2017 - Offer log.551f1f42-78b8-444f-b43e-59706f05dcd2.pnml,0
433,BPI Challenge 2017 - Offer log.b8637626-8956-46fa-8cb4-53916bbde774.pnml,0
434,BPI Challenge 2017 - Offer log.ca1dfd18-26e8-4859-9ba8-80a37c22fe29.pnml,0
435,BPI Challenge 2017 - Offer log.c4d4ad49-458a-432e-9bdc-1505efa465cf.pnml,0
436,BPI Challenge 2017 - Offer log.a06755af-4023-4c62-b3b3-49b2f2a53120.pnml,1
437,BPI Challenge 2017 - Offer log.c030cf9f-9045-492a-88c9-e99525148d2f.pnml,1
438,BPI Challenge 2017 - Offer log.1a6fa6b4-7e77-4a01-9878-8a98fb9eccc4.pnml,0
439,BPI Challenge 2017 - Offer log.e0f202e0-9a7b-4960-afcf-35002122240e.pnml,0
440,BPI Challenge 2017 - Offer log.517e5c9d-9c68-40cd-81bf-63d402df4714.pnml,0
441,BPI Challenge 2017 - Offer log.65f919e8-6a16-4384-ae61-5d9fd43cc176.pnml,0
442,BPI Challenge 2017 - Offer log.bef740e5-c8a8-4a07-bf7f-ec57ee18d1bf.pnml,0
443,BPI Challenge 2017 - Offer log.f33d83c0-8d62-4af6-9060-077327810270.pnml,0
444,BPI Challenge 2017 - Offer log.27af83fd-2c5a-4e47-bf12-c5706d7b0517.pnml,0
445,BPI Challenge 2017 - Offer log.1fe9f2c7-a642-4cab-be92-1338835ff61a.pnml,0
446,BPI Challenge 2017 - Offer log.9f993296-b601-4960-b463-f0d0c67743ec.pnml,1
447,BPI Challenge 2017 - Offer log.d6c382f4-a96f-46b7-8726-e48d8284d88e.pnml,0
448,BPI Challenge 2017 - Offer log.0f80a693-4095-4dec-b856-eee664c72684.pnml,4
449,BPI Challenge 2017 - Offer log.4b404b37-b1c2-48eb-8ac2-89266504d698.pnml,0
450,BPI Challenge 2017 - Offer log.9c7b9b37-f091-4bae-8b8f-45e04f62f42b.pnml,0
451,BPI Challenge 2017 - Offer log.35f9f265-f01e-4fbe-b709-2787fc14cc4c.pnml,0
452,BPI Challenge 2017 - Offer log.4499a2e3-6826-422d-8c6b-1a5fb62e01c2.pnml,1
453,BPI Challenge 2017 - Offer log.9a77eab6-85b2-4f26-8379-b478f1018765.pnml,1
454,BPI Challenge 2017 - Offer log.885e8810-568f-4e35-bf3b-309985dd489f.pnml,0
455,BPI Challenge 2017 - Offer log.19f2c927-1eb5-4035-a526-3916e6ec65b1.pnml,0
456,BPI Challenge 2017 - Offer log.4379ccd2-8f01-4375-b5b4-c250c865003b.pnml,0
457,BPI Challenge 2017 - Offer log.e1f0d699-6042-4581-8d4d-23f0b61a6b0c.pnml,0
458,BPI Challenge 2017 - Offer log.953fb38d-232c-4629-8a80-f18d6a409cea.pnml,0
459,BPI Challenge 2017 - Offer log.0fca0b9c-e5e0-46e4-8b30-53b4cc860547.pnml,0
460,BPI Challenge 2017 - Offer log.d5c66df8-2d46-4620-a8c7-b7cd5052ee4a.pnml,0
461,BPI Challenge 2017 - Offer log.cabb1850-91a9-44d9-88ed-874c58a8b2e1.pnml,0
462,BPI Challenge 2017 - Offer log.8d3399cc-21e0-4414-a129-75cd82f85de4.pnml,0
463,BPI Challenge 2017 - Offer log.820ec43b-4cf7-40e4-adfe-6876d406bfb0.pnml,0
464,BPI Challenge 2017 - Offer log.ead590f0-ffbf-4766-a467-9d3a115453e8.pnml,0
465,BPI Challenge 2017 - Offer log.0766b702-e82c-4f05-a6b9-f0205d72b4ee.pnml,0
466,BPI Challenge 2017 - Offer log.159f4e25-1658-4227-8850-586929d84101.pnml,0
467,BPI Challenge 2017 - Offer log.367fdb17-baba-4bf0-b237-32b00f0b9652.pnml,0
468,BPI Challenge 2017 - Offer log.e64c9127-ea57-451c-983f-aed5ee42e7ee.pnml,0
469,BPI Challenge 2017 - Offer log.6051189a-d051-4854-9b8a-83f35a51f524.pnml,0
470,BPI Challenge 2017 - Offer log.c681402a-b76c-4204-a146-a7b049619ace.pnml,0
471,BPI Challenge 2017 - Offer log.218c207b-915e-4138-9342-8f4f213f3b5f.pnml,0
472,BPI Challenge 2017 - Offer log.ac283315-a6ed-4f48-8dd5-4c172d0f6452.pnml,0
473,BPI Challenge 2017 - Offer log.e1812dd6-f831-49b0-afc2-f6029b90a6ef.pnml,0
474,BPI Challenge 2017 - Offer log.7b74744c-f917-4760-8da5-fddb38ac8412.pnml,0
475,BPI Challenge 2017 - Offer log.7316a6c7-73bf-4cbe-8f83-9033fb065f05.pnml,1
476,BPI Challenge 2017 - Offer log.2f23f38d-4fa8-48af-9edc-c2b3f443d579.pnml,0
477,BPI Challenge 2017 - Offer log.53b4fd39-346f-4fed-910b-62bcceae03c0.pnml,0
478,BPI Challenge 2017 - Offer log.d04f185d-116f-4ad4-bf63-90a9a8775f5d.pnml,0
479,BPI Challenge 2017 - Offer log.3b3e8058-e3f9-4b50-ad10-9b84e9722b98.pnml,0
480,BPI Challenge 2017 - Offer log.595e71d9-ac91-4676-8cc8-fc9c99e3459c.pnml,0
481,BPI Challenge 2017 - Offer log.40ebd9fc-7b2d-4679-9011-b45445290762.pnml,0
482,BPI Challenge 2017 - Offer log.93897755-88b2-4f4b-a0ce-4e041461b134.pnml,0
483,BPI Challenge 2017 - Offer log.e23c6683-a76f-43dc-91c9-36b57e81ed2c.pnml,0
484,BPI Challenge 2017 - Offer log.ce0852a4-f8f2-4e6e-b157-a399109c00aa.pnml,0
485,BPI Challenge 2017 - Offer log.e2a2e525-8497-49fa-b218-6841b2115473.pnml,0
486,BPI Challenge 2017 - Offer log.f70ad0da-e4b7-481b-9f81-dd1ae7329078.pnml,0
487,BPI Challenge 2017 - Offer log.6b555216-3f00-4a72-96d8-a762b08b16d1.pnml,0
488,BPI Challenge 2017 - Offer log.cf833ced-9ff4-45d1-9e48-daa7e83ce781.pnml,0
489,BPI Challenge 2017 - Offer log.960a274e-17c9-4b9e-9a30-3c5ad4b73021.pnml,0
490,BPI Challenge 2017 - Offer log.57133642-3ec7-4314-a78d-881cff88a5bd.pnml,1
491,BPI Challenge 2017 - Offer log.a6765934-a03f-44fa-9572-7db64ae8cd7a.pnml,0
492,BPI Challenge 2017 - Offer log.25195d32-d7e9-454b-a472-9a2a46b4e14a.pnml,1
493,BPI Challenge 2017 - Offer log.01027977-5774-4073-b7fb-42e2293bfe41.pnml,0
494,BPI Challenge 2017 - Offer log.7664c120-3a76-41d7-b970-f774ec997ead.pnml,0
495,BPI Challenge 2017 - Offer log.08c6beb9-0bbd-4346-b262-7786410fc89b.pnml,0
496,BPI Challenge 2017 - Offer log.4f43329e-585e-4f81-a240-6f31234ceb94.pnml,1
497,BPI Challenge 2017 - Offer log.edce3c30-7e24-4aec-a562-db7932d302be.pnml,3
498,BPI Challenge 2017 - Offer log.0b222dfa-0151-4381-9aa8-6db41d52af0b.pnml,0
499,BPI Challenge 2017 - Offer log.96b43485-e4f5-467a-b52c-c433c8d547b3.pnml,0
500,BPI Challenge 2017 - Offer log.1547676d-12ab-4d32-a732-5c6a608079ff.pnml,1
501,BPI Challenge 2017 - Offer log.8eebbc39-bb69-4ae1-a3dd-cc919d7efbd7.pnml,1
502,BPI Challenge 2017 - Offer log.6e11741a-0cf7-47d0-b360-73ff6592d29d.pnml,0
503,BPI Challenge 2017 - Offer log.752c6459-4cfd-45c3-8413-62c347785912.pnml,0
504,BPI Challenge 2017 - Offer log.f2d576a5-a72e-43f9-9858-e2d33a6d799a.pnml,0
505,BPI Challenge 2017 - Offer log.5fc8fd6e-b680-45a2-ad50-c3d54b31b054.pnml,0
506,BPI Challenge 2017 - Offer log.ba09dc7a-7727-4523-82fd-9d0dab43fb97.pnml,0
507,BPI Challenge 2017 - Offer log.4be99c81-6262-441c-a667-1639da96a6a5.pnml,0
508,BPI Challenge 2017 - Offer log.ffc38e0c-2c42-4955-b4ac-f76fa3993e30.pnml,0
509,BPI Challenge 2017 - Offer log.0fc6ed43-3ab3-402e-add9-fda92ac0c857.pnml,1
510,BPI Challenge 2017 - Offer log.67599650-c86b-4711-af78-33e0c2d09797.pnml,0
511,BPI Challenge 2017 - Offer log.7ad641c4-86b0-4b13-a3df-d9c4a9927214.pnml,0
512,BPI Challenge 2017 - Offer log.714d6c2a-238c-44c0-8169-cefec5862e28.pnml,0
513,BPI Challenge 2017 - Offer log.62bcefaf-6e56-4347-a01f-05266f7cf902.pnml,1
514,BPI Challenge 2017 - Offer log.05ce9ac1-0363-470e-9101-5e21d58d8520.pnml,0
515,BPI Challenge 2017 - Offer log.edd9332d-aedc-4f18-836a-c1cc7601a9a6.pnml,0
516,BPI Challenge 2017 - Offer log.d28a250b-a96e-41c7-866c-df41eea9a8b1.pnml,0
517,BPI Challenge 2017 - Offer log.6fd3668f-a18c-4518-a49f-e009f2c90fd4.pnml,0
518,BPI Challenge 2017 - Offer log.924c0a4e-ae46-42f1-a545-2c0eec081517.pnml,0
519,BPI Challenge 2017 - Offer log.7a5a8284-ace8-4f3f-a088-3d31b68622d0.pnml,0
520,BPI Challenge 2017 - Offer log.3b45c47b-42ac-4035-9dfc-cece9f8f229f.pnml,0
521,BPI Challenge 2017 - Offer log.712266b3-3962-462b-a35f-90309afc9b1b.pnml,0
522,BPI Challenge 2017 - Offer log.efcb4d26-361c-4a84-b01b-d3f30a851817.pnml,0
523,BPI Challenge 2017 - Offer log.40bef77d-5f3e-4888-85c3-a40472425abd.pnml,0
524,BPI Challenge 2017 - Offer log.f3e088ea-0174-4dcd-81da-522f744693a8.pnml,0
525,BPI Challenge 2017 - Offer log.8dd153e3-c643-4aa3-b590-5c951e2d09cd.pnml,0
526,BPI Challenge 2017 - Offer log.19c1479a-6498-44bf-a68a-62214d769319.pnml,0
527,BPI Challenge 2017 - Offer log.8e94ee43-fbb9-41ff-8a82-43c8be23b16f.pnml,0
528,BPI Challenge 2017 - Offer log.a7890f65-0937-4f8a-adaa-f0dd9653f389.pnml,0
529,BPI Challenge 2017 - Offer log.204af1cf-5524-407c-803f-631b7d9eaee9.pnml,0
530,BPI Challenge 2017 - Offer log.efa45ba0-5aa9-41e5-afdd-8db60a8e84fd.pnml,0
531,BPI Challenge 2017 - Offer log.34125cc2-6f92-4e00-84d8-7f0133e8f23e.pnml,0
532,BPI Challenge 2017 - Offer log.024d6729-4490-4316-ba26-a5791e3df3c2.pnml,0
533,BPI Challenge 2017 - Offer log.9648bbc2-6db3-40f6-ad3a-30e33785fa81.pnml,1
534,BPI Challenge 2017 - Offer log.0bac9038-2066-4d79-a4f5-c3b72b1f0ecb.pnml,0
535,BPI Challenge 2017 - Offer log.cb01077b-dd83-4566-b292-fbd5d11b0426.pnml,1
