,File name,Net string,Traces
39,Hospital Billing - Event Log.4a6c2aed-c924-42d1-83e6-4b91935f5557.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n5, 'REJECT')->n1, (n6, 'REOPEN')->n3, (n7, 'CODE NOK')->n2, n1->(n6, 'REOPEN'), n2->(n5, 'REJECT'), n3->(n4, 'DELETE') ], [], [])","[['CODE NOK', 'REJECT', 'REOPEN', 'DELETE']]"
40,Hospital Billing - Event Log.a4149f68-c8d3-4c50-bc21-eaaed1dd90a2.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'SET STATUS') ]
arcs: [ (n6, 'REJECT')->n1, (n6, 'REJECT')->n3, (n7, 'SET STATUS')->n2, n1->(n4, 'DELETE'), n2->(n5, 'REOPEN'), n3->(n7, 'SET STATUS') ], [], [])","[['REJECT', 'DELETE', 'SET STATUS', 'REOPEN'], ['REJECT', 'SET STATUS', 'REOPEN', 'DELETE'], ['REJECT', 'SET STATUS', 'DELETE', 'REOPEN']]"
41,Hospital Billing - Event Log.6aba46ad-453a-49bb-934f-0f2d79781f34.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n5, 'REOPEN')->n3, (n6, 'REJECT')->n2, n1->(n6, 'REJECT'), n2->(n7, 'CHANGE DIAGN'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN'], ['REOPEN', 'STORNO', 'REJECT', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
42,Hospital Billing - Event Log.81213fa6-0b35-408c-997a-51eabe427775.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'CODE NOK'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n6, 'CODE NOK')->n2, (n7, 'CHANGE DIAGN')->n1, (n7, 'CHANGE DIAGN')->n3, n1->(n6, 'CODE NOK'), n2->(n4, 'DELETE'), n3->(n5, 'REOPEN') ], [], [])","[['CHANGE DIAGN', 'REOPEN', 'CODE NOK', 'DELETE'], ['CHANGE DIAGN', 'CODE NOK', 'REOPEN', 'DELETE'], ['CHANGE DIAGN', 'CODE NOK', 'DELETE', 'REOPEN']]"
43,Hospital Billing - Event Log.33035500-8da3-4adc-81e2-6f5d11d323b0.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n5, 'REOPEN')->n3, (n6, 'REJECT')->n2, n1->(n5, 'REOPEN'), n2->(n7, 'CHANGE DIAGN'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN'], ['REJECT', 'STORNO', 'REOPEN', 'CHANGE DIAGN']]"
44,Hospital Billing - Event Log.f5bb0bcf-e4e0-42d4-84de-79de72722dcd.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REJECT'), (n7, 'CODE ERROR'), (n8, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n1, (n7, 'CODE ERROR')->n2, (n8, 'CHANGE DIAGN')->n3, (n8, 'CHANGE DIAGN')->n4, n1->(n6, 'REJECT'), n2->(n6, 'REJECT'), n3->(n7, 'CODE ERROR'), n4->(n5, 'STORNO') ], [], [])","[['CHANGE DIAGN', 'CODE ERROR', 'STORNO', 'REJECT'], ['CHANGE DIAGN', 'STORNO', 'CODE ERROR', 'REJECT']]"
45,Hospital Billing - Event Log.a9d158f8-6d59-41f4-ab03-e3a9b286d8e3.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n7, 'REJECT')->n1, (n7, 'REJECT')->n3, (n8, 'REOPEN')->n4, n1->(n8, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n9, 'CHANGE DIAGN'), n4->(n6, 'DELETE') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'REJECT', 'CHANGE DIAGN', 'REOPEN', 'DELETE']]"
46,Hospital Billing - Event Log.cdaed1f1-1ac1-4d3a-993c-ca8e0af22ee9.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REOPEN')->n3, (n6, 'REJECT')->n1, n1->(n5, 'REOPEN'), n2->(n7, 'CHANGE DIAGN'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['REJECT', 'REOPEN', 'STORNO', 'CHANGE DIAGN'], ['REJECT', 'STORNO', 'REOPEN', 'CHANGE DIAGN']]"
47,Hospital Billing - Event Log.0c69aa4a-93a5-4dea-8c37-8d533fe0f90c.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN') ]
arcs: [ (n5, 'STORNO')->n2, (n5, 'STORNO')->n3, (n7, 'REJECT')->n1, (n8, 'REOPEN')->n4, n1->(n8, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n8, 'REOPEN'), n4->(n6, 'DELETE') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'DELETE']]"
48,Hospital Billing - Event Log.d6a00b66-eaec-483d-a628-5aa660e571c8.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REJECT'), (n7, 'REOPEN'), (n8, 'CODE NOK'), (n9, 'CODE ERROR') ]
arcs: [ (n5, 'STORNO')->n2, (n6, 'REJECT')->n1, (n8, 'CODE NOK')->n4, (n9, 'CODE ERROR')->n3, n1->(n7, 'REOPEN'), n2->(n7, 'REOPEN'), n3->(n6, 'REJECT'), n4->(n9, 'CODE ERROR') ], [], [])","[['CODE NOK', 'STORNO', 'CODE ERROR', 'REJECT', 'REOPEN'], ['STORNO', 'CODE NOK', 'CODE ERROR', 'REJECT', 'REOPEN'], ['CODE NOK', 'CODE ERROR', 'REJECT', 'STORNO', 'REOPEN'], ['CODE NOK', 'CODE ERROR', 'STORNO', 'REJECT', 'REOPEN']]"
49,Hospital Billing - Event Log.303ebe68-7e25-4dc2-aea6-665eef2b6401.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n6, 'REJECT')->n2, (n6, 'REJECT')->n3, n1->(n6, 'REJECT'), n2->(n5, 'DELETE'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'REJECT', 'DELETE', 'CHANGE DIAGN']]"
50,Hospital Billing - Event Log.dbbc1aee-b0c3-41ec-b93e-f7eff3ae544d.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n5, 'REJECT')->n3, n1->(n5, 'REJECT'), n2->(n6, 'REOPEN'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'CHANGE DIAGN', 'REOPEN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
51,Hospital Billing - Event Log.b6c39310-734c-44d1-9fd8-c3362a538a36.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'SET STATUS') ]
arcs: [ (n5, 'REJECT')->n1, (n5, 'REJECT')->n3, (n6, 'REOPEN')->n2, n1->(n6, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n7, 'SET STATUS') ], [], [])","[['REJECT', 'SET STATUS', 'REOPEN', 'DELETE'], ['REJECT', 'REOPEN', 'SET STATUS', 'DELETE'], ['REJECT', 'REOPEN', 'DELETE', 'SET STATUS']]"
52,Hospital Billing - Event Log.969aca64-a3d8-4ee7-9d4b-62aedde45fea.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n6, 'REJECT')->n3, n1->(n6, 'REJECT'), n2->(n7, 'REOPEN'), n3->(n5, 'DELETE') ], [], [])","[['STORNO', 'REOPEN', 'REJECT', 'DELETE'], ['STORNO', 'REJECT', 'DELETE', 'REOPEN'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE']]"
53,Hospital Billing - Event Log.24c989c5-159a-4925-a484-e044d03bda42.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REJECT'), (n7, 'REOPEN'), (n8, 'CODE ERROR'), (n9, 'CODE NOK') ]
arcs: [ (n5, 'STORNO')->n2, (n6, 'REJECT')->n1, (n8, 'CODE ERROR')->n3, (n9, 'CODE NOK')->n4, n1->(n7, 'REOPEN'), n2->(n6, 'REJECT'), n3->(n7, 'REOPEN'), n4->(n8, 'CODE ERROR') ], [], [])","[['CODE NOK', 'STORNO', 'CODE ERROR', 'REJECT', 'REOPEN'], ['STORNO', 'REJECT', 'CODE NOK', 'CODE ERROR', 'REOPEN'], ['STORNO', 'CODE NOK', 'CODE ERROR', 'REJECT', 'REOPEN'], ['CODE NOK', 'CODE ERROR', 'STORNO', 'REJECT', 'REOPEN'], ['CODE NOK', 'STORNO', 'REJECT', 'CODE ERROR', 'REOPEN'], ['STORNO', 'CODE NOK', 'REJECT', 'CODE ERROR', 'REOPEN']]"
54,Hospital Billing - Event Log.5260314e-ce2c-495d-bdc3-dfca26068ee2.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n5, 'REJECT')->n1, (n5, 'REJECT')->n2, (n6, 'REOPEN')->n3, n1->(n6, 'REOPEN'), n2->(n7, 'CHANGE DIAGN'), n3->(n4, 'DELETE') ], [], [])","[['REJECT', 'CHANGE DIAGN', 'REOPEN', 'DELETE'], ['REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN'], ['REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE']]"
55,Hospital Billing - Event Log.1ad25911-b2d0-4478-b8a0-c23ef487efda.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n5, 'REJECT')->n1, (n5, 'REJECT')->n2, (n7, 'CODE NOK')->n3, n1->(n6, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n5, 'REJECT') ], [], [])","[['CODE NOK', 'REJECT', 'REOPEN', 'DELETE'], ['CODE NOK', 'REJECT', 'DELETE', 'REOPEN']]"
56,Hospital Billing - Event Log.f084ddcd-bac3-4266-b888-a0b6ab90d79a.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n6, 'REJECT')->n3, n1->(n6, 'REJECT'), n2->(n7, 'CHANGE DIAGN'), n3->(n5, 'DELETE') ], [], [])","[['STORNO', 'REJECT', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'CHANGE DIAGN', 'REJECT', 'DELETE']]"
57,Hospital Billing - Event Log.02a4e24c-ab78-4641-85fa-1b4d13748358.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REJECT'), (n7, 'REOPEN'), (n8, 'CODE NOK'), (n9, 'CODE ERROR') ]
arcs: [ (n5, 'STORNO')->n2, (n6, 'REJECT')->n1, (n8, 'CODE NOK')->n4, (n9, 'CODE ERROR')->n3, n1->(n7, 'REOPEN'), n2->(n6, 'REJECT'), n3->(n6, 'REJECT'), n4->(n9, 'CODE ERROR') ], [], [])","[['CODE NOK', 'CODE ERROR', 'STORNO', 'REJECT', 'REOPEN'], ['STORNO', 'CODE NOK', 'CODE ERROR', 'REJECT', 'REOPEN'], ['CODE NOK', 'STORNO', 'CODE ERROR', 'REJECT', 'REOPEN']]"
58,Hospital Billing - Event Log.eb6ba80d-604b-4fc2-96b7-ebb6ef131d62.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REOPEN'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n6, 'REOPEN')->n3, n1->(n6, 'REOPEN'), n2->(n7, 'CHANGE DIAGN'), n3->(n5, 'DELETE') ], [], [])","[['STORNO', 'CHANGE DIAGN', 'REOPEN', 'DELETE'], ['STORNO', 'REOPEN', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'REOPEN', 'DELETE', 'CHANGE DIAGN']]"
59,Hospital Billing - Event Log.eca1721e-a8c3-4fe9-a818-9163f8c917dd.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'SET STATUS') ]
arcs: [ (n5, 'REJECT')->n1, (n5, 'REJECT')->n3, (n7, 'SET STATUS')->n2, n1->(n6, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n7, 'SET STATUS') ], [], [])","[['REJECT', 'REOPEN', 'SET STATUS', 'DELETE'], ['REJECT', 'SET STATUS', 'DELETE', 'REOPEN'], ['REJECT', 'SET STATUS', 'REOPEN', 'DELETE']]"
60,Hospital Billing - Event Log.6d361982-5513-4d1c-8af4-ae84c7bdefae.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REJECT')->n1, (n5, 'REJECT')->n3, n1->(n6, 'REOPEN'), n2->(n5, 'REJECT'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'CHANGE DIAGN', 'REOPEN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
61,Hospital Billing - Event Log.65eb9172-cb3f-4789-972e-b4f8bad3230b.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n5, 'REJECT')->n1, (n6, 'REOPEN')->n3, (n7, 'CODE NOK')->n2, n1->(n4, 'DELETE'), n2->(n5, 'REJECT'), n3->(n4, 'DELETE') ], [], [])","[['CODE NOK', 'REOPEN', 'REJECT', 'DELETE'], ['REOPEN', 'CODE NOK', 'REJECT', 'DELETE'], ['CODE NOK', 'REJECT', 'REOPEN', 'DELETE']]"
62,Hospital Billing - Event Log.93c812ff-6bc7-4456-867d-379c1cba1de3.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REJECT'), (n7, 'REOPEN'), (n8, 'CODE ERROR'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n6, 'REJECT')->n1, (n6, 'REJECT')->n4, (n8, 'CODE ERROR')->n3, n1->(n7, 'REOPEN'), n2->(n6, 'REJECT'), n3->(n6, 'REJECT'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['CODE ERROR', 'STORNO', 'REJECT', 'CHANGE DIAGN', 'REOPEN'], ['STORNO', 'CODE ERROR', 'REJECT', 'CHANGE DIAGN', 'REOPEN'], ['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
63,Hospital Billing - Event Log.7f1b950d-6ec9-41ea-8303-9747036ca2d3.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CODE ERROR'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n1, (n8, 'CODE ERROR')->n3, n1->(n6, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n7, 'REJECT'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
64,Hospital Billing - Event Log.014fa376-f80f-4342-918d-6ba637247f5a.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n5, 'REJECT')->n1, (n7, 'CODE NOK')->n2, (n7, 'CODE NOK')->n3, n1->(n6, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n5, 'REJECT') ], [], [])","[['CODE NOK', 'REJECT', 'REOPEN', 'DELETE'], ['CODE NOK', 'DELETE', 'REJECT', 'REOPEN'], ['CODE NOK', 'REJECT', 'DELETE', 'REOPEN']]"
65,Hospital Billing - Event Log.c757abf0-a8fa-4136-a019-7480700367d7.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'CODE ERROR'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n7, 'CHANGE DIAGN')->n2, (n7, 'CHANGE DIAGN')->n3, n1->(n5, 'REJECT'), n2->(n6, 'CODE ERROR'), n3->(n4, 'STORNO') ], [], [])","[['CHANGE DIAGN', 'STORNO', 'CODE ERROR', 'REJECT'], ['CHANGE DIAGN', 'CODE ERROR', 'STORNO', 'REJECT'], ['CHANGE DIAGN', 'STORNO', 'REJECT', 'CODE ERROR']]"
66,Hospital Billing - Event Log.86c42a6e-943f-4a77-80ad-312c07353817.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'SET STATUS') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n5, 'REJECT')->n3, n1->(n5, 'REJECT'), n2->(n6, 'REOPEN'), n3->(n7, 'SET STATUS') ], [], [])","[['STORNO', 'REOPEN', 'REJECT', 'SET STATUS'], ['STORNO', 'REJECT', 'REOPEN', 'SET STATUS'], ['STORNO', 'REJECT', 'SET STATUS', 'REOPEN']]"
67,Hospital Billing - Event Log.152d0174-a8bb-4bc0-974e-94811664c548.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REOPEN')->n3, (n6, 'REJECT')->n1, n1->(n5, 'REOPEN'), n2->(n5, 'REOPEN'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['REJECT', 'STORNO', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
68,Hospital Billing - Event Log.87a85a03-cece-4344-91c3-f674ead966bc.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN'), (n8, 'SET STATUS') ]
arcs: [ (n6, 'REJECT')->n1, (n6, 'REJECT')->n4, (n7, 'REOPEN')->n2, (n8, 'SET STATUS')->n3, n1->(n7, 'REOPEN'), n2->(n5, 'DELETE'), n3->(n7, 'REOPEN'), n4->(n8, 'SET STATUS') ], [], [])","[['REJECT', 'SET STATUS', 'REOPEN', 'DELETE']]"
69,Hospital Billing - Event Log.d3916ab1-75c8-4384-9313-2fc360f3a1e6.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n4, 'STORNO')->n2, (n4, 'STORNO')->n3, (n5, 'REJECT')->n1, n1->(n6, 'REOPEN'), n2->(n5, 'REJECT'), n3->(n7, 'CODE NOK') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'CODE NOK'], ['STORNO', 'CODE NOK', 'REJECT', 'REOPEN'], ['STORNO', 'REJECT', 'CODE NOK', 'REOPEN']]"
70,Hospital Billing - Event Log.e0181c48-e064-43ea-bae6-2d830eddece9.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REJECT')->n1, (n7, 'CODE NOK')->n3, n1->(n6, 'REOPEN'), n2->(n5, 'REJECT'), n3->(n5, 'REJECT') ], [], [])","[['STORNO', 'CODE NOK', 'REJECT', 'REOPEN'], ['CODE NOK', 'STORNO', 'REJECT', 'REOPEN']]"
71,Hospital Billing - Event Log.faacb0c5-073d-4d1a-8883-e97d265d6fb1.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n1, (n5, 'STORNO')->n2, (n7, 'REJECT')->n3, (n8, 'REOPEN')->n4, n1->(n7, 'REJECT'), n2->(n8, 'REOPEN'), n3->(n9, 'CHANGE DIAGN'), n4->(n6, 'DELETE') ], [], [])","[['STORNO', 'REJECT', 'CHANGE DIAGN', 'REOPEN', 'DELETE'], ['STORNO', 'REOPEN', 'DELETE', 'REJECT', 'CHANGE DIAGN'], ['STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'REOPEN', 'REJECT', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE']]"
72,Hospital Billing - Event Log.b179f7c1-b3a9-4f3f-a1f4-dc382bab07dc.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n5, 'REOPEN')->n2, (n5, 'REOPEN')->n3, (n6, 'REJECT')->n1, n1->(n5, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE'], ['REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN']]"
73,Hospital Billing - Event Log.95a09df1-a73b-416e-b148-6a144ab517d1.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'CODE NOK') ]
arcs: [ (n4, 'STORNO')->n1, (n6, 'REJECT')->n2, (n7, 'CODE NOK')->n3, n1->(n5, 'DELETE'), n2->(n5, 'DELETE'), n3->(n6, 'REJECT') ], [], [])","[['CODE NOK', 'REJECT', 'STORNO', 'DELETE'], ['STORNO', 'CODE NOK', 'REJECT', 'DELETE'], ['CODE NOK', 'STORNO', 'REJECT', 'DELETE']]"
74,Hospital Billing - Event Log.b3158e84-aae5-49f9-9b90-bd04b7f3b735.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN') ]
arcs: [ (n4, 'STORNO')->n2, (n4, 'STORNO')->n3, (n6, 'REJECT')->n1, n1->(n7, 'REOPEN'), n2->(n5, 'DELETE'), n3->(n6, 'REJECT') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'DELETE'], ['STORNO', 'REJECT', 'DELETE', 'REOPEN'], ['STORNO', 'DELETE', 'REJECT', 'REOPEN']]"
75,Hospital Billing - Event Log.55f7d0a6-e516-4766-8d63-d7c6a55f405b.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'DELETE'), (n6, 'REOPEN'), (n7, 'CODE NOK'), (n8, 'CHANGE DIAGN') ]
arcs: [ (n6, 'REOPEN')->n4, (n7, 'CODE NOK')->n2, (n8, 'CHANGE DIAGN')->n1, (n8, 'CHANGE DIAGN')->n3, n1->(n7, 'CODE NOK'), n2->(n5, 'DELETE'), n3->(n6, 'REOPEN'), n4->(n5, 'DELETE') ], [], [])","[['CHANGE DIAGN', 'REOPEN', 'CODE NOK', 'DELETE'], ['CHANGE DIAGN', 'CODE NOK', 'REOPEN', 'DELETE']]"
76,Hospital Billing - Event Log.d90d8d21-8d44-4633-8e4c-a6c708ebfa8d.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'CODE NOK'), (n6, 'STORNO'), (n7, 'DELETE'), (n8, 'REJECT'), (n9, 'REOPEN') ]
arcs: [ (n10, 'CODE NOK')->n4, (n6, 'STORNO')->n2, (n8, 'REJECT')->n1, (n8, 'REJECT')->n3, (n9, 'REOPEN')->n5, n1->(n9, 'REOPEN'), n2->(n8, 'REJECT'), n3->(n7, 'DELETE'), n4->(n8, 'REJECT'), n5->(n7, 'DELETE') ], [], [])","[['CODE NOK', 'STORNO', 'REJECT', 'REOPEN', 'DELETE'], ['STORNO', 'CODE NOK', 'REJECT', 'REOPEN', 'DELETE']]"
77,Hospital Billing - Event Log.39e15912-98e1-4086-8428-9ff13b017705.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'DELETE'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'SET STATUS') ]
arcs: [ (n6, 'REOPEN')->n2, (n7, 'REJECT')->n4, (n8, 'SET STATUS')->n1, (n8, 'SET STATUS')->n3, n1->(n5, 'DELETE'), n2->(n5, 'DELETE'), n3->(n6, 'REOPEN'), n4->(n8, 'SET STATUS') ], [], [])","[['REJECT', 'SET STATUS', 'REOPEN', 'DELETE']]"
